timestamp,target
0.0,0.0
1.0,98.16881287492214
2.0,98.44535940017143
3.0,98.14944396126424
4.0,98.07135052983571
5.0,98.18625632252359
6.0,98.06246026160395
7.0,98.07160887768683
8.0,98.07041435336363
9.0,98.12120983042897
10.0,98.49020455098334
11.0,40.04672429076516
12.0,40.658502373752356
13.0,40.52719083762982
14.0,40.24653902927993
15.0,40.160817887785356
16.0,40.1026617373216
17.0,40.06877219426158
18.0,40.01550434978719
19.0,40.35499486788326
20.0,40.40575950687256
21.0,40.35644473885521
22.0,40.15745005006096
23.0,40.09242999555722
24.0,40.190298866627295
25.0,41.04788024974425
26.0,40.06372911141022
27.0,40.06970402552088
28.0,40.00456525814781
29.0,40.06731716118312
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.0
37.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,0.0
44.0,0.0
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,93.98103429254779
71.0,93.7492857200603
72.0,93.71254308116983
73.0,94.09014821464162
74.0,93.64583323721322
75.0,93.7501960341703
76.0,93.6805214416123
77.0,93.60471453773391
78.0,93.83032071857804
79.0,93.72022427766541
80.0,93.61870129656603
81.0,40.104501435982485
82.0,40.32370808177556
83.0,40.08669328124283
84.0,40.274705437933264
85.0,40.01386412138809
86.0,40.02532649412752
87.0,40.00842110125002
88.0,40.033768466145816
89.0,40.00680030073026
90.0,40.03483933910413
91.0,40.18204342581797
92.0,40.13498814929568
93.0,40.09900448212453
94.0,40.15681985338383
95.0,40.06300909255208
96.0,40.420782606498854
97.0,40.03140310011411
98.0,40.54033946257603
99.0,0.0
100.0,0.0
101.0,0.0
102.0,0.0
103.0,0.0
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,0.0
116.0,0.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,0.0
121.0,0.0
122.0,0.0
123.0,0.0
124.0,0.0
125.0,0.0
126.0,0.0
127.0,0.0
128.0,0.0
129.0,0.0
130.0,0.0
131.0,0.0
132.0,0.0
133.0,0.0
134.0,0.0
135.0,0.0
136.0,0.0
137.0,0.0
138.0,0.0
139.0,98.59905681903047
140.0,98.49118990344412
141.0,98.43984874709359
142.0,98.47381655466933
143.0,98.42560976980619
144.0,98.48360184179018
145.0,98.42349105632192
146.0,98.39135692848758
147.0,98.4529607965757
148.0,98.40790352455832
149.0,99.05996276190838
150.0,98.39563261685565
151.0,98.41917764559491
152.0,98.63859007187378
153.0,98.42363562738137
154.0,40.18326644833645
155.0,40.120809182010184
156.0,40.098213594611956
157.0,40.19550661322252
158.0,40.86073450434772
159.0,40.035662574360586
160.0,40.04402840102505
161.0,40.01640107806983
162.0,40.043598520405986
163.0,40.26163899244249
164.0,40.063311787241176
165.0,40.301972914295185
166.0,40.16977133783397
167.0,41.0538268280066
168.0,0.0
169.0,0.0
170.0,0.0
171.0,0.0
172.0,0.0
173.0,0.0
174.0,0.0
175.0,0.0
176.0,0.0
177.0,0.0
178.0,0.0
179.0,0.0
180.0,0.0
181.0,0.0
182.0,0.0
183.0,0.0
184.0,0.0
185.0,0.0
186.0,0.0
187.0,0.0
188.0,0.0
189.0,0.0
190.0,0.0
191.0,0.0
192.0,0.0
193.0,0.0
194.0,0.0
195.0,0.0
196.0,0.0
197.0,0.0
198.0,0.0
199.0,0.0
200.0,0.0
201.0,0.0
202.0,0.0
203.0,0.0
204.0,0.0
205.0,0.0
206.0,0.0
207.0,0.0
208.0,98.00073820662145
209.0,98.2330757954895
210.0,98.24074814691349
211.0,98.16987596916266
212.0,98.43523210427706
213.0,98.08497327846776
214.0,98.23626155015357
215.0,98.16425471631104
216.0,98.05232187374781
217.0,98.0902867891444
218.0,40.035546627349824
219.0,40.02086578760586
220.0,40.11202077185147
221.0,40.24412662294824
222.0,40.07798652621192
223.0,40.14890505294128
224.0,40.03543538178525
225.0,40.170328991109784
226.0,40.01738065033682
227.0,40.04901235074358
228.0,40.05375903414789
229.0,40.05433101455991
230.0,40.30692802188218
231.0,40.057225409267986
232.0,40.2996736881592
233.0,40.102858885892076
234.0,40.16480527120042
235.0,40.43849890779243
236.0,40.001460026641176
237.0,0.0
238.0,0.0
239.0,0.0
240.0,0.0
241.0,0.0
242.0,0.0
243.0,0.0
244.0,0.0
245.0,0.0
246.0,0.0
247.0,0.0
248.0,0.0
249.0,0.0
250.0,0.0
251.0,0.0
252.0,0.0
253.0,0.0
254.0,0.0
255.0,0.0
256.0,0.0
257.0,0.0
258.0,0.0
259.0,0.0
260.0,0.0
261.0,0.0
262.0,0.0
263.0,0.0
264.0,0.0
265.0,0.0
266.0,0.0
267.0,0.0
268.0,0.0
269.0,0.0
270.0,0.0
271.0,0.0
272.0,0.0
273.0,0.0
274.0,0.0
275.0,0.0
276.0,0.0
277.0,84.43308493125886
278.0,83.8546989273241
279.0,84.05957645719421
280.0,40.42270248203074
281.0,41.00648956518418
282.0,40.20087165209278
283.0,40.164303976921616
284.0,40.260227888602074
285.0,40.100857141597906
286.0,40.19878849760651
287.0,40.07595432088696
288.0,40.15347405198899
289.0,40.05777519905269
290.0,40.01931714960905
291.0,40.2228785775057
292.0,40.0609645729437
293.0,40.66668193776171
294.0,40.030014315575954
295.0,40.045759605728804
